,Lambda,estimand,side,estimate,sterr_if,sterr_boot,bootmean,quantiles50,quantiles90,quantiles95
8,1.038,ATC,upper,-0.007355551992881823,0.012218474425346668,,,,,
9,1.038,ATC,lower,-0.03165346120202684,0.012846345410054168,,,,,
0,1.039,1,upper,0.3542385173211855,0.010273787052526009,,,,,
1,1.039,1,lower,0.3388051029218019,0.009790505107052733,,,,,
2,1.039,0,upper,0.3273306079009991,0.00795056234280865,,,,,
3,1.039,0,lower,0.31719319878698954,0.007693876029845828,,,,,
4,1.039,ATE,upper,0.03704531853419596,0.012395812736442082,,,,,
5,1.039,ATE,lower,0.011474495020802833,0.012162455825742522,,,,,
6,1.039,ATT,upper,0.04528251142702157,0.012812855099356674,,,,,
7,1.039,ATT,lower,0.018662529161066945,0.01326833280857918,,,,,
8,1.039,ATC,upper,-0.007053580753740934,0.012210813507053291,,,,,
9,1.039,ATC,lower,-0.03197913174795796,0.012854969530349503,,,,,
0,1.04,1,upper,0.3544401661631387,0.010280130899412864,,,,,
1,1.04,1,lower,0.33861848779450376,0.009784690013695344,,,,,
2,1.04,0,upper,0.3274630605621761,0.007953949592243362,,,,,
3,1.04,0,lower,0.317070620992904,0.007690804263524878,,,,,
4,1.04,ATE,upper,0.03736954517023467,0.012399146755280135,,,,,
5,1.04,ATE,lower,0.011155427232327736,0.012159919934334776,,,,,
6,1.04,ATT,upper,0.04560439038722317,0.012807509583582058,,,,,
7,1.04,ATT,lower,0.018314719631831518,0.013274640654864573,,,,,
8,1.04,ATC,upper,-0.006752190228521407,0.012203170481368226,,,,,
9,1.04,ATC,lower,-0.03230480229388917,0.012863599809809098,,,,,
0,1.041,1,upper,0.3546418150050919,0.010286475468375727,,,,,
1,1.041,1,lower,0.33843223119770977,0.0097788868076003,,,,,
2,1.041,0,upper,0.32759551322335306,0.007957337675923019,,,,,
3,1.041,0,lower,0.31694827869890324,0.007687739186862824,,,,,
4,1.041,ATE,upper,0.037693536306188574,0.012402487554947847,,,,,
5,1.041,ATE,lower,0.01083671797435667,0.012157396298699396,,,,,
6,1.041,ATT,upper,0.045925650944042884,0.012802178321339737,,,,,
7,1.041,ATT,lower,0.017966910102596167,0.013280961529449332,,,,,
8,1.041,ATC,upper,-0.006451378743696278,0.012195545293548188,,,,,
9,1.041,ATC,lower,-0.03263047283982028,0.012872236227308206,,,,,
0,1.042,1,upper,0.3548434638470451,0.010292820758079317,,,,,
1,1.042,1,lower,0.33824633209918203,0.009773095453755331,,,,,
2,1.042,0,upper,0.3277279658845301,0.00796072659278246,,,,,
3,1.042,0,lower,0.31682617122696394,0.0076846807792722,,,,,
4,1.042,ATE,upper,0.03801729262008116,0.012405835115347562,,,,,
5,1.042,ATE,lower,0.01051836621465192,0.012154884884310546,,,,,
6,1.042,ATT,upper,0.04624629487791298,0.012796861265094328,,,,,
7,1.042,ATT,lower,0.017619100573360757,0.01328729538834341,,,,,
8,1.042,ATC,upper,-0.006151144632162448,0.012187937889061851,,,,,
9,1.042,ATC,lower,-0.03295614338575149,0.01288087876181181,,,,,
0,1.043,1,upper,0.3550451126889983,0.010299166767191495,,,,,
1,1.043,1,lower,0.3380607894706419,0.009767315917283435,,,,,
2,1.043,0,upper,0.3278604185457071,0.007964116341758068,,,,,
3,1.043,0,lower,0.316704297901663,0.00768162902024724,,,,,
4,1.043,ATE,upper,0.03834081478733525,0.012409189416462024,,,,,
5,1.043,ATE,lower,0.01020037092493481,0.012152385656775547,,,,,
6,1.043,ATT,upper,0.04656632396243713,0.012791558367503187,,,,,
7,1.043,ATT,lower,0.017271291044125406,0.013293642187724079,,,,,
8,1.043,ATC,upper,-0.005851486233210712,0.012180348213588855,,,,,
9,1.043,ATC,lower,-0.033281813931682634,0.012889527392374188,,,,,
0,1.044,1,upper,0.3552467615309514,0.010305513494383254,,,,,
1,1.044,1,lower,0.33787560228775027,0.009761548163442255,,,,,
2,1.044,0,upper,0.3279928712068841,0.007967506921787786,,,,,
3,1.044,0,lower,0.31658265805016533,0.007678583889363466,,,,,
4,1.044,ATE,upper,0.03866410348078612,0.012412550438353985,,,,,
5,1.044,ATE,lower,0.009882731080866184,0.012149898581834236,,,,,
6,1.044,ATT,upper,0.046885739964423925,0.012786269581415478,,,,,
7,1.044,ATT,lower,0.016923481514889992,0.013300001883935295,,,,,
8,1.044,ATC,upper,-0.005552401892494457,0.012172776213018793,,,,,
9,1.044,ATC,lower,-0.03360748447761379,0.012898182098138478,,,,,
0,1.045,1,upper,0.3554484103729046,0.010311860938328702,,,,,
1,1.045,1,lower,0.33769076953008914,0.009755792157623396,,,,,
2,1.045,0,upper,0.32812532386806104,0.007970898331811093,,,,,
3,1.045,0,lower,0.3164612510022112,0.007675545366277307,,,,,
4,1.045,ATE,upper,0.0389871593706934,0.012415918161165797,,,,,
5,1.045,ATE,lower,0.009565445662028053,0.012147423625358311,,,,,
6,1.045,ATT,upper,0.04720454464391883,0.012780994859871246,,,,,
7,1.045,ATT,lower,0.016575671985654628,0.013306374433487013,,,,,
8,1.045,ATC,upper,-0.005253889961999766,0.01216522183345021,,,,,
9,1.045,ATC,lower,-0.03393315502354491,0.012906842858336215,,,,,
0,1.046,1,upper,0.35565005921485787,0.01031820909770507,,,,,
1,1.046,1,lower,0.3375062901811424,0.009750047865351816,,,,,
2,1.046,0,upper,0.3282577765292381,0.007974290570769023,,,,,
3,1.046,0,lower,0.316340076090104,0.007672513430725692,,,,,
4,1.046,ATE,upper,0.039309983124753825,0.012419292565119028,,,,,
5,1.046,ATE,lower,0.009248513651904303,0.01214496075335071,,,,,
6,1.046,ATT,upper,0.04752273975423696,0.012775734156100494,,,,,
7,1.046,ATT,lower,0.01622786245641922,0.013312759793054518,,,,,
8,1.046,ATC,upper,-0.004955948800014531,0.012157685021189602,,,,,
9,1.046,ATC,lower,-0.034258825569476105,0.012915509652286937,,,,,
0,1.047,1,upper,0.355851708056811,0.010324557971192685,,,,,
1,1.047,1,lower,0.33732216322827774,0.009744315252285172,,,,,
2,1.047,0,upper,0.3283902291904151,0.00797768363760414,,,,,
3,1.047,0,lower,0.31621913264869816,0.007669488062525676,,,,,
4,1.047,ATE,upper,0.0396325754081129,0.012422673630514063,,,,,
5,1.047,ATE,lower,0.008931934037862651,0.012142509931944963,,,,,
6,1.047,ATT,upper,0.0478403270419947,0.012770487423522266,,,,,
7,1.047,ATT,lower,0.015880052927183877,0.01331915791947778,,,,,
8,1.047,ATC,upper,-0.004658576771099043,0.012150165722750456,,,,,
9,1.047,ATC,lower,-0.03458449611540721,0.012924182459397724,,,,,
0,1.048,1,upper,0.3560533568987642,0.010330907557474976,,,,,
1,1.048,1,lower,0.33713838766272763,0.009738594284213184,,,,,
2,1.048,0,upper,0.3285226818515921,0.007981077531260563,,,,,
3,1.048,0,lower,0.31609842001538646,0.007666469241574039,,,,,
4,1.048,ATE,upper,0.03995493688337777,0.01242606133772972,,,,,
5,1.048,ATE,lower,0.00861570581113557,0.012140071127404575,,,,,
6,1.048,ATT,upper,0.04815730824714231,0.012765254615743743,,,,,
7,1.048,ATT,lower,0.01553224339794845,0.013325568769760784,,,,,
8,1.048,ATC,upper,-0.0043617722460555,0.012142663884852226,,,,,
9,1.048,ATC,lower,-0.03491016666133842,0.01293286125916278,,,,,
0,1.049,1,upper,0.35625500574071733,0.010337257855238452,,,,,
1,1.049,1,lower,0.3369549624795714,0.009732884927057019,,,,,
2,1.049,0,upper,0.32865513451276906,0.007984472250683935,,,,,
3,1.049,0,lower,0.3159779375300888,0.007663456947846898,,,,,
4,1.049,ATE,upper,0.04027706821062862,0.012429455667222856,,,,,
5,1.049,ATE,lower,0.008299827966802353,0.012137644306122384,,,,,
6,1.049,ATT,upper,0.04847368510299496,0.012760035686559338,,,,,
7,1.049,ATT,lower,0.0151844338687131,0.013331992301070872,,,,,
8,1.049,ATC,upper,-0.004065533601898644,0.012135179454419396,,,,,
9,1.049,ATC,lower,-0.03523583720726954,0.012941546031163,,,,,
0,1.05,1,upper,0.3564566545826706,0.010343608863172706,,,,,
1,1.05,1,lower,0.3367718866777164,0.009727187146868639,,,,,
2,1.05,0,upper,0.32878758717394607,0.00798786779482145,,,,,
3,1.05,0,lower,0.31585768453523927,0.007660451161399339,,,,,
4,1.05,ATE,upper,0.04059897004743135,0.01243285659952798,,,,,
5,1.05,ATE,lower,0.00798429950377033,0.01213522943461995,,,,,
6,1.05,ATT,upper,0.04878945933626511,0.012754830589949783,,,,,
7,1.05,ATT,lower,0.014836624339477682,0.013338428470738095,,,,,
8,1.05,ATC,upper,-0.003769859221825852,0.012127712378580477,,,,,
9,1.05,ATC,lower,-0.035561507753200744,0.012950236755065554,,,,,
0,1.051,1,upper,0.3566583034246238,0.0103499605799704,,,,,
1,1.051,1,lower,0.3365891592598802,0.009721500909830205,,,,,
2,1.051,0,upper,0.328920039835123,0.007991264162621815,,,,,
3,1.051,0,lower,0.3157376603757748,0.007657451862365014,,,,,
4,1.051,ATE,upper,0.04092064304884897,0.012436264115256885,,,,,
5,1.051,ATE,lower,0.007669119424757136,0.012132826479546936,,,,,
6,1.051,ATT,upper,0.04910463266709321,0.012749639280081247,,,,,
7,1.051,ATT,lower,0.014488814810242332,0.013344877236254559,,,,,
8,1.051,ATC,upper,-0.00347474749518809,0.012120262604667068,,,,,
9,1.051,ATC,lower,-0.035887178299131864,0.012958933410623458,,,,,
0,1.052,1,upper,0.356859952266577,0.010356313004327258,,,,,
1,1.052,1,lower,0.3364067792325721,0.00971582618225344,,,,,
2,1.052,0,upper,0.3290524924963001,0.007994661353035296,,,,,
3,1.052,0,lower,0.315617864399123,0.007654459030955778,,,,,
4,1.052,ATE,upper,0.041242087867453966,0.012439678195098235,,,,,
5,1.052,ATE,lower,0.007354286736272043,0.012130435407680476,,,,,
6,1.052,ATT,upper,0.049419206809079505,0.012744461711304446,,,,,
7,1.052,ATT,lower,0.014141005281006912,0.013351338555273784,,,,,
8,1.052,ATC,upper,-0.0031801968174601735,0.012112830080212869,,,,,
9,1.052,ATC,lower,-0.036212848845063046,0.012967635977675156,,,,,
0,1.053,1,upper,0.3570616011085302,0.010362666134942055,,,,,
1,1.053,1,lower,0.33622474560607574,0.009710162930579013,,,,,
2,1.053,0,upper,0.32918494515747704,0.00799805936501366,,,,,
3,1.053,0,lower,0.3154982959551904,0.007651472647461305,,,,,
4,1.053,ATE,upper,0.04156330515333972,0.012443098819817231,,,,,
5,1.053,ATE,lower,0.0070398004485986605,0.012128056185924586,,,,,
6,1.053,ATT,upper,0.04973318346931454,0.012739297838153751,,,,,
7,1.053,ATT,lower,0.013793195751771566,0.013357812385610042,,,,,
8,1.053,ATC,upper,-0.002886205590212393,0.012105414752952756,,,,,
9,1.053,ATC,lower,-0.03653851939099417,0.012976344436144096,,,,,
0,1.054,1,upper,0.35726324995048336,0.010369019970516613,,,,,
1,1.054,1,lower,0.3360430573944303,0.009704511121375936,,,,,
2,1.054,0,upper,0.3293173978186541,0.008001458197510226,,,,,
3,1.054,0,lower,0.31537895439635066,0.007648492692248708,,,,,
4,1.054,ATE,upper,0.04188429555413268,0.012446525970255194,,,,,
5,1.054,ATE,lower,0.006725659575776218,0.012125688781309535,,,,,
6,1.054,ATT,upper,0.05004656434841072,0.012734147615346308,,,,,
7,1.054,ATT,lower,0.01344538622253614,0.013364298685237738,,,,,
8,1.054,ATC,upper,-0.0025927722210807315,0.012098016570821797,,,,,
9,1.054,ATC,lower,-0.03686418993692535,0.012985058766038334,,,,,
0,1.055,1,upper,0.3574648987924365,0.010375374509755788,,,,,
1,1.055,1,lower,0.3358617136154136,0.009698870721340942,,,,,
2,1.055,0,upper,0.329449850479831,0.00800485784947982,,,,,
3,1.055,0,lower,0.31525983907743294,0.00764551914576218,,,,,
4,1.055,ATE,upper,0.04220505971500362,0.012449959627329208,,,,,
5,1.055,ATE,lower,0.006411863135582557,0.01212333316099125,,,,,
6,1.055,ATT,upper,0.05035935114053223,0.01272901099778117,,,,,
7,1.055,ATT,lower,0.013097576693300804,0.013370797412290737,,,,,
8,1.055,ATC,upper,-0.002299895123738951,0.012090635481954342,,,,,
9,1.055,ATC,lower,-0.037189860482856475,0.012993778947450088,,,,,
0,1.056,1,upper,0.35766654763438976,0.010381729751367462,,,,,
1,1.056,1,lower,0.3356807132905238,0.009693241697297891,,,,,
2,1.056,0,upper,0.32958230314100806,0.008008258319878801,,,,,
3,1.056,0,lower,0.31514094935571,0.007642551988522604,,,,,
4,1.056,ATE,upper,0.0425255982786797,0.012453399772031751,,,,,
5,1.056,ATE,lower,0.00609841014951576,0.01212098929225071,,,,,
6,1.056,ATT,upper,0.0506715455334263,0.012723887940538428,,,,,
7,1.056,ATT,lower,0.012749767164065394,0.01337730852506176,,,,,
8,1.056,ATC,upper,-0.0020075727178693547,0.012083271434683058,,,,,
9,1.056,ATC,lower,-0.03751553102878769,0.013002504960555368,,,,,
0,1.057,1,upper,0.35786819647634294,0.010388085694062544,,,,,
1,1.057,1,lower,0.33550005544496214,0.00968762401619716,,,,,
2,1.057,0,upper,0.329714755802185,0.008011659607665048,,,,,
3,1.057,0,lower,0.3150222845908873,0.007639591201127203,,,,,
4,1.057,ATE,upper,0.042845911885455557,0.01245684638543032,,,,,
5,1.057,ATE,lower,0.005785299642777132,0.012118657142493359,,,,,
6,1.057,ATT,upper,0.05098314920845292,0.012718778398878328,,,,,
7,1.057,ATT,lower,0.012401957634830029,0.013383831982001732,,,,,
8,1.057,ATC,upper,-0.001715803429134914,0.012075924377538017,,,,,
9,1.057,ATC,lower,-0.03784120157471879,0.013011236785613526,,,,,
0,1.058,1,upper,0.3580698453182961,0.010394442336554944,,,,,
1,1.058,1,lower,0.3353197391076151,0.009682017645115039,,,,,
2,1.058,0,upper,0.3298472084633621,0.008015061711797954,,,,,
3,1.058,0,lower,0.3149038441450907,0.007636636764249156,,,,,
4,1.058,ATE,upper,0.04316600117320538,0.01246029944866706,,,,,
5,1.058,ATE,lower,0.005472530644253072,0.012116336679248486,,,,,
6,1.058,ATT,upper,0.051294163840615706,0.012713682328240434,,,,,
7,1.058,ATT,lower,0.012054148105594619,0.01339036774171914,,,,,
8,1.058,ATC,upper,-0.0014245856891503047,0.012068594259245741,,,,,
9,1.058,ATC,lower,-0.03816687212065,0.013019974402966879,,,,,
0,1.059,1,upper,0.3582714941602492,0.010400799677561584,,,,,
1,1.059,1,lower,0.33513976331103745,0.009676422551253155,,,,,
2,1.059,0,upper,0.32997966112453897,0.008018464631238429,,,,,
3,1.059,0,lower,0.31478562738285565,0.007633688658637248,,,,,
4,1.059,ATE,upper,0.04348586677739364,0.012463758942958397,,,,,
5,1.059,ATE,lower,0.0051601021864984,0.012114027870168659,,,,,
6,1.059,ATT,upper,0.05160459109859112,0.012708599684242759,,,,,
7,1.059,ATT,lower,0.011706338576359268,0.013396915762979423,,,,,
8,1.059,ATC,upper,-0.001133917935454715,0.012061281028728315,,,,,
9,1.059,ATC,lower,-0.038492542666581114,0.013028717793040294,,,,,
0,1.06,1,upper,0.3584731430022025,0.01040715771580237,,,,,
1,1.06,1,lower,0.33496012709143436,0.00967083870193785,,,,,
2,1.06,0,upper,0.33011211378571603,0.008021868364948904,,,,,
3,1.06,0,lower,0.3146676336711153,0.0076307468651154965,,,,,
4,1.06,ATE,upper,0.043805509331087226,0.01246722484959469,,,,,
5,1.06,ATE,lower,0.004848013305718328,0.01211173068302912,,,,,
6,1.06,ATT,upper,0.051914432644759145,0.012703530422680914,,,,,
7,1.06,ATT,lower,0.011358529047123847,0.01340347600470434,,,,,
8,1.06,ATC,upper,-0.0008437986114829948,0.012053984635102427,,,,,
9,1.06,ATC,lower,-0.03881821321251232,0.013037466936340785,,,,,
0,1.061,1,upper,0.3586747918441556,0.010413516450000207,,,,,
1,1.061,1,lower,0.33478082948864496,0.009665266064619626,,,,,
2,1.061,0,upper,0.33024456644689304,0.008025272911893316,,,,,
3,1.061,0,lower,0.3145498623791897,0.007627811364582801,,,,,
4,1.061,ATE,upper,0.04412492946496592,0.01247069714993985,,,,,
5,1.061,ATE,lower,0.004536263041751915,0.012109445085727208,,,,,
6,1.061,ATT,upper,0.05222369013523212,0.012698474499527275,,,,,
7,1.061,ATT,lower,0.011010719517888498,0.013410048425971325,,,,,
8,1.061,ATC,upper,-0.0005542261665386516,0.012046705027678498,,,,,
9,1.061,ATC,lower,-0.039143883758443423,0.01304622181345711,,,,,
0,1.062,1,upper,0.3588764406861089,0.010419875878880967,,,,,
1,1.062,1,lower,0.33460186954612436,0.009659704606872526,,,,,
2,1.062,0,upper,0.33037701910807005,0.008028678271037112,,,,,
3,1.062,0,lower,0.3144323128787744,0.007624882138012574,,,,,
4,1.062,ATE,upper,0.0444441278073345,0.01247417582543099,,,,,
5,1.062,ATE,lower,0.004224850438054339,0.01210717104628178,,,,,
6,1.062,ATT,upper,0.05253236521988507,0.01269343187093012,,,,,
7,1.062,ATT,lower,0.01066290998865307,0.01341663298601289,,,,,
8,1.062,ATC,upper,-0.0002651990557655064,0.01203944215595974,,,,,
9,1.062,ATC,lower,-0.03946955430437464,0.013054982405059387,,,,,
0,1.063,1,upper,0.359078089528062,0.010426236001173492,,,,,
1,1.063,1,lower,0.3344232463109275,0.009654154296393578,,,,,
2,1.063,0,upper,0.330509471769247,0.008032084441347252,,,,,
3,1.063,0,lower,0.314314984543929,0.007621959166452389,,,,,
4,1.063,ATE,upper,0.04476310498413305,0.012477660857578067,,,,,
5,1.063,ATE,lower,0.003913774541680492,0.012104908532832621,,,,,
6,1.063,ATT,upper,0.052840459542384303,0.012688402493212809,,,,,
7,1.063,ATT,lower,0.010315100459417742,0.013423229644215991,,,,,
8,1.063,ATC,upper,2.328425987910621e-05,0.012032195969641278,,,,,
9,1.063,ATC,lower,-0.03979522485030575,0.013063748691898677,,,,,
0,1.064,1,upper,0.3592797383700152,0.010432596815609594,,,,,
1,1.064,1,lower,0.3342449588336915,0.009648615101002202,,,,,
2,1.064,0,upper,0.330641924430424,0.008035491421792195,,,,,
3,1.064,0,lower,0.31419787675106636,0.007619042431023632,,,,,
4,1.064,ATE,upper,0.04508186161894889,0.012481152227963527,,,,,
5,1.064,ATE,lower,0.0036030344032674517,0.012102657513639876,,,,,
6,1.064,ATT,upper,0.053147974740217256,0.012683386322872954,,,,,
7,1.064,ATT,lower,0.009967290930182306,0.013429838360121418,,,,,
8,1.064,ATC,upper,0.00031122531365230144,0.012024966418609236,,,,,
9,1.064,ATC,lower,-0.040120895396236936,0.013072520654806616,,,,,
0,1.065,1,upper,0.3594813872119685,0.01043895832092403,,,,,
1,1.065,1,lower,0.33406700616861934,0.009643086988639632,,,,,
2,1.065,0,upper,0.33077437709160096,0.008038899211341908,,,,,
3,1.065,0,lower,0.3140809888789415,0.007616131912921138,,,,,
4,1.065,ATE,upper,0.04540039833302691,0.012484649918241943,,,,,
5,1.065,ATE,lower,0.0032926290770183,0.012100417957083488,,,,,
6,1.065,ATT,upper,0.05345491244472095,0.012678383316581577,,,,,
7,1.065,ATT,lower,0.009619481400946964,0.013436459093423161,,,,,
8,1.065,ATC,upper,0.0005986256330521538,0.012017753452939848,,,,,
9,1.065,ATC,lower,-0.04044656594216806,0.013081298274694994,,,,,
0,1.066,1,upper,0.3596830360539216,0.010445320515854506,,,,,
1,1.066,1,lower,0.3338893873734628,0.009637569927368356,,,,,
2,1.066,0,upper,0.330906829752778,0.00804230780896786,,,,,
3,1.066,0,lower,0.31396432030864047,0.007613227593412852,,,,,
4,1.066,ATE,upper,0.04571871574528112,0.01248815391013968,,,,,
5,1.066,ATE,lower,0.0029825576206848076,0.012098189831662604,,,,,
6,1.066,ATT,upper,0.05376127428111113,0.012673393431182298,,,,,
7,1.066,ATT,lower,0.009271671871711547,0.013443091803967834,,,,,
8,1.066,ATC,upper,0.0008854867398452921,0.012010557022898587,,,,,
9,1.066,ATC,lower,-0.04077223648809926,0.013090081532555396,,,,,
0,1.067,1,upper,0.3598846848958748,0.01045168339914166,,,,,
1,1.067,1,lower,0.3337121015095063,0.009632063885371538,,,,,
2,1.067,0,upper,0.33103928241395497,0.008045717213643016,,,,,
3,1.067,0,lower,0.3138478704235697,0.007610329453839465,,,,,
4,1.067,ATE,upper,0.04603681447230506,0.012491664185454537,,,,,
5,1.067,ATE,lower,0.0026728190955512834,0.01209597310599504,,,,,
6,1.067,ATT,upper,0.054067061868510825,0.012668416623690521,,,,,
7,1.067,ATT,lower,0.008923862342476213,0.013449736451754027,,,,,
8,1.067,ATC,upper,0.0011718101500933294,0.01200337707893926,,,,,
9,1.067,ATC,lower,-0.04109790703403037,0.013098870409458794,,,,,
0,1.068,1,upper,0.360086333737828,0.01045804696952907,,,,,
1,1.068,1,lower,0.3335351476415496,0.00962656883095245,,,,,
2,1.068,0,upper,0.33117173507513203,0.008049127424341839,,,,,
3,1.068,0,lower,0.31373163860944475,0.007607437475614089,,,,,
4,1.068,ATE,upper,0.04635469512838325,0.012495180726055393,,,,,
5,1.068,ATE,lower,0.002363412566417627,0.012093767748816693,,,,,
6,1.068,ATT,upper,0.05437227681997912,0.012663452851292606,,,,,
7,1.068,ATT,lower,0.008576052813240776,0.013456392996931722,,,,,
8,1.068,ATC,upper,0.0014575973741798888,0.011996213571703142,,,,,
9,1.068,ATC,lower,-0.04142357757996157,0.013107664886555166,,,,,
0,1.069,1,upper,0.3602879825797812,0.01046441122576322,,,,,
1,1.069,1,lower,0.3333585248378923,0.009621084732533916,,,,,
2,1.069,0,upper,0.33130418773630904,0.00805253844004029,,,,,
3,1.069,0,lower,0.3136156242542798,0.007604551640221895,,,,,
4,1.069,ATE,upper,0.04667235832550139,0.012498703513881871,,,,,
5,1.069,ATE,lower,0.002054337101583281,0.012091573728981,,,,,
6,1.069,ATT,upper,0.05467692074253914,0.012658502071345074,,,,,
7,1.069,ATT,lower,0.00822824328400543,0.01346306139980167,,,,,
8,1.069,ATC,upper,0.0017428499168368693,0.011989066452018101,,,,,
9,1.069,ATC,lower,-0.041749248125892695,0.013116464945073118,,,,,
0,1.07,1,upper,0.3604896314217343,0.010470776166593516,,,,,
1,1.07,1,lower,0.3331822321703165,0.009615611558657741,,,,,
2,1.07,0,upper,0.331436640397486,0.008055950259715821,,,,,
3,1.07,0,lower,0.31349982674837684,0.007601671929219773,,,,,
4,1.07,ATE,upper,0.046989804673357574,0.012502232530943994,,,,,
5,1.07,ATE,lower,0.0017455917728305067,0.012089391015458376,,,,,
6,1.07,ATT,upper,0.0549809952372065,0.012653564241373795,,,,,
7,1.07,ATT,lower,0.007880433754770023,0.013469741620814817,,,,,
8,1.07,ATC,upper,0.002027569277171145,0.011981935670897734,,,,,
9,1.07,ATC,lower,-0.0420749186718239,0.013125270566319503,,,,,
0,1.071,1,upper,0.3606912802636876,0.01047714179077227,,,,,
1,1.071,1,lower,0.33300626871407146,0.009610149277984176,,,,,
